WMO Index,Year,Month,Index,Precipitation,Adjusted Precipitation,Adjusted Liquid Precipitation,Adjusted Mixed Precipitation,Adjusted Solid Precipitation
21946,1983,2,0,8.1,16.0,0.0,0.0,16.0
21946,1983,3,0,0.8,2.0,0.0,0.0,2.0
21946,1983,4,0,8.0,11.2,0.0,0.0,11.2
21946,1983,5,0,7.5,12.2,1.2,0.2,10.8
21946,1983,6,0,22.0,28.7,28.2,0.0,0.6
21946,1983,7,0,26.3,30.1,30.1,0.0,0.0
21946,1983,8,0,24.7,28.2,28.2,0.0,0.1
21946,1983,9,0,18.6,26.9,12.9,0.5,13.4
21946,1983,10,0,18.8,22.0,0.0,0.0,22.0
21946,1983,11,0,5.4,10.8,0.0,0.0,10.8
21946,1983,12,0,18.6,32.9,0.0,0.0,32.9
21946,1984,1,0,15.2,27.6,0.0,0.0,27.6
21946,1984,2,0,0.6,1.5,0.0,0.0,1.5
21946,1984,3,0,5.4,10.2,0.0,0.0,10.2
21946,1984,4,0,3.6,6.7,0.0,0.0,6.7
21946,1984,5,0,20.8,25.1,2.3,4.5,18.3
21946,1984,6,0,20.5,26.5,21.7,3.9,0.9
21946,1984,7,0,39.5,42.5,42.5,0.0,0.0
21946,1984,8,0,65.2,70.9,68.3,2.3,0.3
21946,1984,9,0,31.4,39.4,9.3,7.3,22.8
21946,1984,10,0,22.8,22.6,0.0,0.0,22.6
21946,1984,11,0,16.5,18.0,0.0,0.0,18.0
21946,1984,12,0,10.6,16.6,0.0,0.0,16.6
21946,1985,1,0,12.5,16.2,0.0,0.0,16.2
21946,1985,2,0,30.9,28.7,0.0,0.0,28.7
21946,1985,3,0,15.6,13.9,0.0,0.0,13.9
21946,1985,4,0,6.0,5.2,0.0,0.0,5.2
21946,1985,5,0,3.5,2.4,0.0,0.0,2.4
21946,1985,6,0,35.6,39.5,32.0,4.6,2.9
21946,1985,7,0,50.2,53.1,53.1,0.0,0.0
21946,1985,8,0,59.5,61.2,61.0,0.0,0.2
21946,1985,9,0,37.9,33.8,24.3,3.6,5.9
21946,1985,10,0,12.4,16.1,0.0,0.0,16.1
21946,1985,11,0,19.3,23.7,0.1,0.5,23.1
21946,1985,12,0,21.7,28.4,0.0,0.0,28.4
21946,1986,1,0,7.2,12.1,0.0,0.0,12.1
21946,1986,2,0,7.9,12.9,0.0,0.0,12.9
21946,1986,3,0,1.8,3.7,0.0,0.0,3.7
21946,1986,4,0,1.8,4.2,0.0,0.0,4.2
21946,1986,5,0,10.6,13.4,0.0,4.0,9.3
21946,1986,6,0,7.7,12.2,10.5,0.0,1.7
21946,1986,7,0,16.7,18.6,17.4,1.1,0.0
21946,1986,8,0,5.4,7.9,4.6,0.6,2.8
21946,1986,9,0,9.8,13.4,1.1,0.5,11.7
21946,1986,10,0,29.9,43.2,0.0,0.0,43.2
21946,1986,11,0,11.2,17.0,0.0,0.0,17.0
21946,1986,12,0,2.8,6.2,0.0,0.0,6.2
21946,1987,1,0,12.8,12.4,0.0,0.0,12.4
21946,1987,2,0,3.3,4.8,0.0,0.0,4.8
21946,1987,3,0,4.8,7.2,0.0,0.0,7.2
21946,1987,4,0,4.7,2.4,0.0,0.0,2.4
21946,1987,5,0,16.4,16.6,0.0,0.0,16.6
21946,1987,6,0,32.6,38.4,30.6,4.8,3.0
21946,1987,7,0,12.0,14.7,14.7,0.0,0.0
21946,1987,8,0,31.7,34.5,34.5,0.0,0.0
21946,1987,9,0,23.8,23.5,2.0,9.5,12.0
21946,1987,10,0,18.0,17.2,0.0,0.0,17.2
21946,1987,11,0,5.0,7.9,0.0,0.0,7.9
21946,1987,12,0,13.3,14.6,0.0,0.0,14.6
21946,1988,1,0,15.5,15.8,0.0,0.0,15.8
21946,1988,2,0,10.7,16.2,0.0,0.0,16.2
21946,1988,3,0,1.4,4.0,0.0,0.0,4.0
21946,1988,4,0,2.6,2.8,0.0,0.0,2.8
21946,1988,5,0,3.7,5.6,0.9,0.0,4.7
21946,1988,6,0,26.1,30.6,29.5,0.0,1.1
21946,1988,7,0,60.9,65.5,65.5,0.0,0.0
21946,1988,8,0,72.7,76.9,76.1,0.7,0.1
21946,1988,9,0,21.9,29.1,9.0,7.7,12.4
21946,1988,10,0,30.9,34.7,0.0,0.0,34.7
21946,1988,11,0,5.5,8.5,0.0,0.0,8.5
21946,1988,12,0,3.1,5.9,0.0,0.0,5.9
21946,1989,1,0,14.1,9.5,0.0,0.0,9.5
21946,1989,2,0,14.0,10.3,0.0,0.0,10.3
21946,1989,3,0,2.6,2.6,0.0,0.0,2.6
21946,1989,4,0,0.2,1.7,0.0,0.0,1.7
21946,1989,5,0,2.1,4.7,0.2,0.0,4.5
21946,1989,6,0,65.2,75.7,74.5,0.0,1.2
21946,1989,7,0,29.0,31.4,31.4,0.0,0.0
21946,1989,8,0,27.4,30.9,30.9,0.0,0.0
21946,1989,9,0,29.9,32.9,25.2,1.1,6.5
21946,1989,10,0,18.8,25.4,0.0,0.0,25.4
21946,1989,11,0,11.8,15.2,0.0,0.0,15.2
21946,1989,12,0,8.0,13.7,0.0,0.0,13.7
21946,1990,1,0,6.2,9.3,0.0,0.0,9.3
21946,1990,2,0,9.2,10.0,0.0,0.0,10.0
21946,1990,3,0,11.1,17.8,0.0,0.0,17.8
21946,1990,4,0,10.6,14.1,0.0,0.2,13.9
21946,1990,5,0,18.8,29.3,13.7,12.3,3.2
21946,1990,6,0,66.5,73.6,73.6,0.0,0.0
21946,1990,7,0,116.3,127.7,127.7,0.0,0.0
21946,1990,8,0,13.3,14.2,14.2,0.0,0.0
21946,1990,9,0,34.2,43.1,36.6,1.5,4.9
21946,1990,10,0,20.5,29.8,0.0,0.0,29.8
21946,1990,11,0,23.7,25.2,0.0,0.0,25.2
21946,1990,12,0,6.0,11.4,0.0,0.0,11.4
21946,1991,1,0,3.0,5.4,0.0,0.0,5.4
21946,1991,2,0,7.0,12.4,0.0,0.0,12.4
21946,1991,3,0,20.0,22.4,0.0,0.0,22.4
21946,1991,4,0,5.3,9.0,0.0,0.0,9.0
21946,1991,5,0,7.7,9.5,0.5,0.0,9.0
21946,1991,6,0,83.3,94.7,93.1,0.6,1.0
21946,1991,7,0,5.6,7.5,7.5,0.0,0.0
21946,1991,8,0,39.9,42.6,42.6,0.0,0.0
21946,1991,9,0,18.7,24.9,9.1,4.1,11.6
21946,1991,10,0,10.0,14.6,0.0,0.2,14.5
21946,1991,11,0,13.4,17.0,0.0,0.0,17.0
21946,1991,12,0,15.0,19.7,0.0,0.0,19.7
21946,1992,1,0,3.3,5.4,0.0,0.0,5.4
21946,1992,2,0,5.4,9.3,0.0,0.0,9.3
21946,1992,3,0,4.5,8.2,0.0,0.0,8.2
21946,1992,4,0,11.4,12.1,0.0,0.0,12.1
21946,1992,5,0,21.6,16.7,1.4,2.5,12.8
21946,1992,6,0,14.7,16.0,13.5,1.7,0.8
21946,1992,7,0,28.5,29.9,29.9,0.0,0.0
21946,1992,8,0,62.3,67.3,59.0,3.5,4.8
21946,1992,9,0,7.8,8.8,0.2,2.4,6.2
21946,1992,10,0,14.9,15.5,0.0,0.0,15.5
21946,1992,11,0,13.7,14.3,0.0,0.0,14.3
21946,1992,12,0,3.6,2.7,0.0,0.0,2.7
21946,1993,1,0,8.2,13.2,0.0,0.0,13.2
21946,1993,2,0,11.5,13.3,0.0,0.0,13.3
21946,1993,3,0,8.5,11.2,0.0,0.0,11.2
21946,1993,4,0,7.4,10.0,0.0,0.0,10.0
21946,1993,5,0,13.9,16.5,1.5,1.9,13.0
21946,1993,6,0,6.4,9.1,3.4,0.9,4.8
21946,1993,7,0,37.2,41.0,41.0,0.0,0.0
21946,1993,8,0,35.9,37.4,35.2,2.2,0.0
21946,1993,9,0,7.1,10.3,3.7,0.0,6.6
21946,1993,10,0,24.3,32.2,0.0,0.0,32.2
21946,1993,11,0,19.7,16.9,0.0,0.0,16.9
21946,1993,12,0,3.0,5.2,0.0,0.0,5.2
21946,1994,1,0,10.7,14.3,0.0,0.0,14.3
21946,1994,2,0,13.4,18.0,0.0,0.0,18.0
21946,1994,3,0,4.9,6.5,0.0,0.0,6.5
21946,1994,4,0,4.8,7.0,0.0,0.0,7.0
21946,1994,5,0,10.0,14.3,0.8,0.0,13.5
21946,1994,6,0,23.2,34.3,4.9,6.4,23.0
21946,1994,7,0,12.9,15.2,15.2,0.0,0.0
21946,1994,8,0,39.6,42.7,32.8,2.7,7.2
21946,1994,9,0,8.5,9.3,4.8,0.4,4.1
21946,1994,10,0,21.7,25.7,0.0,0.0,25.7
21946,1994,11,0,18.5,19.5,0.0,0.0,19.5
21946,1994,12,0,21.9,19.0,0.0,0.0,19.0
21946,1995,1,0,5.1,9.9,0.0,0.0,9.9
21946,1995,2,0,13.2,17.8,0.0,0.0,17.8
21946,1995,3,0,7.5,11.7,0.0,0.0,11.7
21946,1995,4,0,4.7,5.2,0.0,0.0,5.2
21946,1995,5,0,4.2,3.7,0.3,0.0,3.4
21946,1995,6,0,8.8,10.6,10.6,0.0,0.0
21946,1995,7,0,12.1,15.6,15.6,0.0,0.0
21946,1995,8,0,60.6,67.8,67.8,0.0,0.0
21946,1995,9,0,42.1,45.4,20.4,23.0,2.0
21946,1995,10,0,13.6,18.8,0.0,0.0,18.8
21946,1995,11,0,23.3,33.9,0.0,0.0,33.9
21946,1995,12,0,11.3,12.0,0.0,0.0,12.0
21946,1996,1,0,21.0,22.1,0.0,0.0,22.1
21946,1996,2,0,12.4,14.1,0.0,0.0,14.1
21946,1996,3,0,15.0,19.0,0.0,0.0,19.0
21946,1996,4,0,0.6,0.7,0.0,0.0,0.7
21946,1996,5,0,18.3,27.0,0.0,0.0,27.0
21946,1996,6,0,38.1,44.1,34.0,3.6,6.5
21946,1996,7,0,41.8,47.6,47.6,0.0,0.0
21946,1996,8,0,32.4,39.7,39.7,0.0,0.0
21946,1996,9,0,13.1,13.5,2.9,1.1,9.5
21946,1996,10,0,19.1,23.9,0.0,0.0,23.9
21946,1996,11,0,28.6,22.7,0.0,0.0,22.7
21946,1996,12,0,16.2,24.9,0.0,0.0,24.9
21946,1997,1,0,7.8,13.9,0.0,0.0,13.9
21946,1997,2,0,12.3,17.8,0.0,0.0,17.8
21946,1997,3,0,5.3,10.9,0.0,0.0,10.9
21946,1997,4,0,8.1,11.0,0.0,0.0,11.0
21946,1997,5,0,6.2,14.0,0.3,0.0,13.7
21946,1997,6,0,11.7,15.6,4.2,4.6,6.8
21946,1997,7,0,15.7,17.2,17.2,0.0,0.0
21946,1997,8,0,48.3,52.0,52.0,0.0,0.0
21946,1997,9,0,35.3,45.7,16.3,6.5,22.9
21946,1997,10,0,16.8,25.0,0.0,0.0,25.0
21946,1997,11,0,9.8,10.9,0.0,0.0,10.9
21946,1997,12,0,5.0,8.0,0.0,0.0,8.0
21946,1998,1,0,9.0,8.2,0.0,0.0,8.2
21946,1998,2,0,5.2,7.3,0.0,0.0,7.3
21946,1998,3,0,15.7,17.9,0.0,0.0,17.9
21946,1998,4,0,12.7,9.0,0.0,0.0,9.0
21946,1998,5,0,0.4,1.1,0.4,0.0,0.7
21946,1998,6,0,14.2,17.4,17.4,0.0,0.0
21946,1998,7,0,23.9,27.0,27.0,0.0,0.0
21946,1998,8,0,37.6,43.2,35.0,8.1,0.1
21946,1998,9,0,17.6,18.9,8.8,4.1,6.1
21946,1998,10,0,20.3,22.4,0.0,0.0,22.4
21946,1998,11,0,20.4,28.7,0.0,0.0,28.7
21946,1998,12,0,4.7,7.9,0.0,0.0,7.9
21946,1999,1,0,1.7,3.9,0.0,0.0,3.9
21946,1999,2,0,2.8,3.6,0.0,0.0,3.6
21946,1999,3,0,7.6,7.1,0.0,0.0,7.1
21946,1999,4,0,1.5,3.5,0.0,0.0,3.5
21946,1999,5,0,28.1,44.5,4.7,5.5,34.2
21946,1999,6,0,13.1,18.8,11.4,0.0,7.4
21946,1999,7,0,22.4,25.7,25.7,0.0,0.0
21946,1999,8,0,18.2,20.7,20.4,0.0,0.3
21946,1999,9,0,31.2,36.9,10.6,6.6,19.8
21946,1999,10,0,20.1,23.2,0.0,0.0,23.2
21946,1999,11,0,20.7,33.5,0.0,0.0,33.5
21946,1999,12,0,15.2,12.2,0.0,0.0,12.2
21946,2000,1,0,24.7,20.4,0.0,0.0,20.4
21946,2000,2,0,30.7,32.7,0.0,0.0,32.7
21946,2000,3,0,13.3,21.5,0.0,0.0,21.5
21946,2000,4,0,5.9,8.6,0.0,0.0,8.6
21946,2000,5,0,10.9,20.1,0.0,0.0,20.1
21946,2000,6,0,27.2,41.5,14.7,2.8,24.0
21946,2000,7,0,69.8,76.2,76.2,0.0,0.0
21946,2000,8,0,12.6,18.8,18.8,0.0,0.0
21946,2000,9,0,37.8,50.8,12.8,32.6,5.4
21946,2000,10,0,24.6,37.8,0.0,0.0,37.8
21946,2000,11,0,13.9,16.3,0.0,0.0,16.3
21946,2000,12,0,5.8,8.8,0.0,0.0,8.8
21946,2001,1,0,8.4,15.5,0.0,0.0,15.5
21946,2001,2,0,6.2,12.2,0.0,0.0,12.2
21946,2001,3,0,2.9,8.4,0.0,0.0,8.4
21946,2001,4,0,8.3,11.6,0.0,0.0,11.6
21946,2001,5,0,21.6,27.3,0.3,1.2,25.9
21946,2001,6,0,9.2,17.2,2.6,0.8,13.8
21946,2001,7,0,7.3,9.5,9.3,0.2,0.0
21946,2001,8,0,41.6,46.5,43.5,3.0,0.0
21946,2001,9,0,48.7,55.8,2.5,4.6,48.6
21946,2001,10,0,26.2,37.7,0.0,0.0,37.7
21946,2001,11,0,22.4,29.4,0.0,0.0,29.4
21946,2001,12,0,8.9,12.2,0.0,0.0,12.2
21946,2002,1,0,6.5,8.9,0.0,0.0,8.9
21946,2002,2,0,13.1,20.2,0.0,0.0,20.2
21946,2002,3,0,27.4,38.5,0.0,0.0,38.5
21946,2002,4,0,6.2,10.9,0.0,0.0,10.9
21946,2002,5,0,8.4,12.9,2.1,0.5,10.4
21946,2002,6,0,2.7,5.0,5.0,0.0,0.0
21946,2002,7,0,18.3,21.5,21.5,0.0,0.0
21946,2002,8,0,11.7,14.8,14.8,0.0,0.0
21946,2002,9,0,15.6,19.7,13.8,2.4,3.5
21946,2002,10,0,21.8,27.6,0.0,0.0,27.6
21946,2002,11,0,6.8,9.7,0.0,0.0,9.7
21946,2002,12,0,49.4,21.1,0.0,0.0,21.1
21946,2003,1,0,12.9,20.5,0.0,0.0,20.5
21946,2003,2,0,9.4,5.6,0.0,0.0,5.6
21946,2003,3,0,5.7,9.1,0.0,0.0,9.1
21946,2003,4,0,6.7,8.7,0.0,0.0,8.7
21946,2003,5,0,16.4,24.6,0.0,0.0,24.6
21946,2003,6,0,36.2,42.2,31.0,10.8,0.4
21946,2003,7,0,37.2,41.0,41.0,0.0,0.0
21946,2003,8,0,6.1,7.3,6.8,0.5,0.0
21946,2003,9,0,16.5,16.3,14.4,1.8,0.1
21946,2003,10,0,30.6,29.0,0.0,0.0,29.0
21946,2003,11,0,16.2,23.7,0.0,0.0,23.7
21946,2003,12,0,10.6,15.4,0.0,0.0,15.4
21946,2004,1,0,4.1,10.0,0.0,0.0,10.0
21946,2004,2,0,7.5,12.5,0.0,0.0,12.5
21946,2004,3,0,9.9,12.9,0.0,0.0,12.9
21946,2004,4,0,15.4,21.9,0.0,0.0,21.9
21946,2004,5,0,16.0,16.3,0.0,0.0,16.3
21946,2004,6,0,6.3,8.2,4.8,2.5,0.9
21946,2004,7,0,7.4,9.3,9.0,0.2,0.0
21946,2004,8,0,16.0,16.8,16.5,0.1,0.2
21946,2004,9,0,25.8,35.8,4.2,16.3,15.3
21946,2004,10,0,27.9,26.7,0.0,0.0,26.7
21946,2004,11,0,10.2,13.4,0.0,0.0,13.4
21946,2004,12,0,16.9,17.9,0.0,0.0,17.9
21946,2005,1,0,9.8,12.6,0.0,0.0,12.6
21946,2005,2,0,3.3,6.0,0.0,0.0,6.0
21946,2005,3,0,10.0,14.1,0.0,0.0,14.1
21946,2005,4,0,1.6,3.4,0.0,0.0,3.4
21946,2005,5,0,2.1,3.4,0.5,0.3,2.5
21946,2005,6,0,5.8,7.8,7.8,0.0,0.0
21946,2005,7,0,22.0,25.1,25.1,0.0,0.0
21946,2005,8,0,28.9,30.4,30.4,0.0,0.0
21946,2005,9,0,15.5,16.0,8.7,3.7,3.7
21946,2005,10,0,10.3,13.9,0.0,0.0,13.9
21946,2005,11,0,10.8,15.3,0.0,0.0,15.3
21946,2005,12,0,14.4,17.4,0.0,0.0,17.4
21946,2006,1,0,7.1,6.8,0.0,0.0,6.8
21946,2006,2,0,13.0,12.3,0.0,0.0,12.3
21946,2006,3,0,14.1,23.2,0.0,0.0,23.2
21946,2006,4,0,2.2,6.9,0.0,0.0,6.9
21946,2006,5,0,6.1,9.7,0.5,0.0,9.2
21946,2006,6,0,28.5,33.8,26.2,7.3,0.2
21946,2006,7,0,24.3,26.8,26.8,0.0,0.0
21946,2006,8,0,5.7,8.5,8.5,0.0,0.0
21946,2006,9,0,23.7,20.8,10.2,6.8,3.8
21946,2006,10,0,24.3,34.1,0.0,0.0,34.1
21946,2006,11,0,50.0,52.2,0.0,0.0,52.2
21946,2006,12,0,10.7,17.6,0.0,0.0,17.6
21946,2007,1,0,7.6,12.4,0.0,0.0,12.4
21946,2007,2,0,6.3,8.5,0.0,0.0,8.5
21946,2007,3,0,11.5,15.6,0.0,0.0,15.6
21946,2007,4,0,4.0,7.1,0.0,0.0,7.1
21946,2007,5,0,2.8,6.3,4.2,0.0,2.2
21946,2007,6,0,10.1,16.3,5.5,6.0,4.8
21946,2007,7,0,9.1,12.0,12.0,0.0,0.0
21946,2007,8,0,10.1,11.3,11.3,0.0,0.0
21946,2007,9,0,15.9,14.7,14.5,0.0,0.3
21946,2007,10,0,19.4,22.4,0.0,0.0,22.4
21946,2007,11,0,34.4,42.5,0.0,0.0,42.5
21946,2007,12,0,17.6,21.0,0.0,0.0,21.0
21946,2008,1,0,8.0,12.5,0.0,0.0,12.5
21946,2008,2,0,7.4,7.9,0.0,0.0,7.9
21946,2008,3,0,11.0,13.2,0.0,0.0,13.2
21946,2008,4,0,15.9,20.2,0.0,0.0,20.2
21946,2008,5,0,3.3,7.8,1.5,0.0,6.3
21946,2008,6,0,22.0,26.7,13.6,0.0,13.1
21946,2008,7,0,21.0,24.4,24.4,0.0,0.0
21946,2008,8,0,2.5,3.7,3.7,0.0,0.0
21946,2008,9,0,11.1,15.8,2.6,0.8,12.3
21946,2008,10,0,9.3,8.2,0.0,0.0,8.2
21946,2008,11,0,9.7,9.7,0.0,0.0,9.7
21946,2008,12,0,24.0,18.1,0.0,0.0,18.1
21946,2009,1,0,3.5,5.5,0.0,0.0,5.5
21946,2009,2,0,11.2,20.4,0.0,0.0,20.4
21946,2009,3,0,7.3,10.7,0.0,0.0,10.7
21946,2009,4,0,10.2,7.2,0.0,0.0,7.2
21946,2009,5,0,15.4,10.8,2.3,1.1,7.4
21946,2009,6,0,14.8,17.8,17.2,0.5,0.1
21946,2009,7,0,24.5,26.1,26.1,0.0,0.0
21946,2009,8,0,19.4,19.3,16.7,1.8,0.8
21946,2009,9,0,18.7,20.0,11.1,8.6,0.3
21946,2009,10,0,23.4,25.4,0.0,7.0,18.4
21946,2009,11,0,19.1,22.7,0.0,0.0,22.7
21946,2009,12,0,23.8,21.2,0.0,0.0,21.2
21946,2010,1,0,22.4,28.3,0.0,0.0,28.3
21946,2010,2,0,12.5,23.3,0.0,0.0,23.3
21946,2010,3,0,23.1,12.0,0.0,0.0,12.0
21946,2010,4,0,18.7,9.2,0.0,0.0,9.2
21946,2010,5,0,6.9,7.9,2.7,2.8,2.4
21946,2010,6,0,22.6,25.3,21.7,3.3,0.3
21946,2010,7,0,8.3,11.4,11.4,0.0,0.0
21946,2010,8,0,20.0,22.4,22.4,0.0,0.0
21946,2010,9,0,28.9,32.3,24.4,5.2,2.7
21946,2010,10,0,27.9,28.9,0.0,0.0,28.9
21946,2010,11,0,23.3,19.7,0.0,0.0,19.7
21946,2010,12,0,22.5,30.0,0.0,0.0,30.0
21946,2011,1,0,21.1,23.7,0.0,0.0,23.7
21946,2011,2,0,20.0,26.0,0.0,0.0,26.0
21946,2011,3,0,23.7,24.4,0.0,0.0,24.4
21946,2011,4,0,9.6,9.8,0.0,0.0,9.8
21946,2011,5,0,14.5,15.1,0.6,0.0,14.5
21946,2011,6,0,22.8,25.2,22.1,0.0,3.1
21946,2011,7,0,93.9,99.4,99.4,0.0,0.0
21946,2011,8,0,74.7,82.0,82.0,0.0,0.0
21946,2011,9,0,67.0,70.8,41.5,3.6,25.7
21946,2011,10,0,56.0,63.7,4.4,3.9,55.4
21946,2011,11,0,12.5,18.3,0.0,0.0,18.3
21946,2011,12,0,12.0,15.9,0.0,0.0,15.9
21946,2012,1,0,19.7,18.3,0.0,0.0,18.3
21946,2012,2,0,6.4,11.8,0.0,0.0,11.8
21946,2012,3,0,5.7,5.4,0.0,0.0,5.4
21946,2012,4,0,4.6,4.2,0.0,0.0,4.2
21946,2012,5,0,20.1,30.1,1.2,0.0,28.9
21946,2012,6,0,10.1,12.0,11.1,0.6,0.3
21946,2012,7,0,17.4,22.4,22.4,0.0,0.0
21946,2012,8,0,29.3,37.1,37.1,0.0,0.0
21946,2012,9,0,15.2,12.8,4.5,5.9,2.4
21946,2012,10,0,31.5,34.1,0.1,0.0,34.0
21946,2012,11,0,52.7,58.2,0.0,0.0,58.2
21946,2012,12,0,23.5,28.0,0.0,0.0,28.0
21946,2013,1,0,20.6,22.4,0.0,0.0,22.4
21946,2013,2,0,1.8,3.4,0.0,0.0,3.4
21946,2013,3,0,13.0,20.7,0.0,0.0,20.7
21946,2013,4,0,12.0,10.9,0.0,0.0,10.9
21946,2013,5,0,10.1,13.8,1.1,0.0,12.7
21946,2013,6,0,14.1,16.7,16.0,0.1,0.7
21946,2013,7,0,7.8,10.2,10.2,0.0,0.0
21946,2013,8,0,17.3,20.3,20.2,0.1,0.0
21946,2013,9,0,41.9,45.8,1.0,0.5,44.3
21946,2013,10,0,31.4,29.8,0.0,0.0,29.8
21946,2013,11,0,20.5,20.2,0.0,0.0,20.2
21946,2013,12,0,10.4,11.8,0.0,0.0,11.8
21946,2014,1,0,20.4,27.4,0.0,0.0,27.4
21946,2014,2,0,12.8,12.4,0.0,0.0,12.4
21946,2014,3,0,8.1,10.7,0.0,0.0,10.7
21946,2014,4,0,26.3,23.2,0.0,0.0,23.2
21946,2014,5,0,9.3,11.7,0.0,0.0,11.7
21946,2014,6,0,1.7,2.3,0.8,1.4,0.0
21946,2014,7,0,36.4,38.9,38.9,0.0,0.0
21946,2014,8,0,6.0,7.7,7.7,0.0,0.0
21946,2014,9,0,17.8,19.0,18.9,0.0,0.2
21946,2014,10,0,19.7,15.6,0.0,0.0,15.6
21946,2014,11,0,20.9,14.6,0.0,0.0,14.6
21946,2014,12,0,6.5,6.5,0.0,0.0,6.5
21946,2015,1,0,12.1,16.2,0.0,0.0,16.2
21946,2015,2,0,7.5,8.1,0.0,0.0,8.1
21946,2015,3,0,2.5,5.1,0.0,0.3,4.8
21946,2015,4,0,11.8,14.4,0.0,0.0,14.4
21946,2015,5,0,17.1,13.3,0.0,0.3,13.0
21946,2015,6,0,16.5,18.0,14.0,4.0,0.0
21946,2015,7,0,8.9,10.9,10.9,0.0,0.0
21946,2015,8,0,13.7,15.1,13.6,1.6,0.0
21946,2015,9,0,50.1,64.2,35.1,22.4,6.7
21946,2015,10,0,15.0,18.2,0.0,0.5,17.6
